text,probability,label
คิดว่าคนที่รอเขามานานเป็นเดือนสนุกด้วยไหม คิดว่าสิ่งที่ตัวเองทำมันไม่กระทบจิตใจคนที่รอเลยใช่ไหม,0.504,1
เร่นงัยอร๊าาาา,0.504,1
ต้องรออีกนานแค่ไหน,0.504,1
ต้องรออีกนานแค่ไหน,0.504,1
เพื่อนมธ. รังสิต พรุ่งนี้ใครไปดูคอน เอ็กโซบ้าง หารค่าแท็กกันป่าว อิอิ เราเมนคยองซู,0.5041,1
"ขอความคิดเห็นของคนที่เล่น zon หน่อย
ว่ารู้สึกกับแอปนี้ยังไง ส่วนตัวเราช๊อบบชอบ
สนุกดี",0.5041,1
มีใครยังไม่นอนไหมแงงงงง,0.5041,1
เปิดเทอมแปปเดียวมิดเทอมแล้วววหรอออ อ่านไม่ทันนนน,0.5041,1
รักคุณได้ไหม ในฐานะคนยากจนก็ได้,0.5041,1
ปลั๊กพ่วงเซค2หาย ใครเเต๊ปไปติดต่อ อาการหนักมากตอนนี้ #ถาปัตสวัสดี,0.5042,1
ตอนนี้ ตามจุดคัดกรองไม่ให้เข้ากราบพระบรมฉายาลักษณ์แล้วใช่มั้ยคะ,0.5042,1
เราไม่รู้ว่าเราจะถอยหลัง หรือก้าวต่อไปดี กับการจับได้ว่าแฟนนอกใจ,0.5042,1
มองเห็นเหมือนกันหรือเปล่า...,0.5042,1
"มองข้ามเหนื่อยไหม..?
ใส่ใจเหนื่อยมาก 😣",0.5043,1
"หาเพื่อนเล่นpubg ขอไอดีโหน่ยจ้าาา
เล่นพับจีเสดแล้วมาเป็นเพื่อนในชีวิตจริงจะดีมาก555",0.5043,1
ไม่เข้าใจตัวเองทำไมต้องเข้าไปส่อง​,0.5044,1
ถ้าเราได้คังแดเนียล ชีวิตเราจะเป็นยังไงนะ 55555,0.5044,1
"ไหนๆ ในนี้มีใครอยู่คณะอื่นนอกจาก jc มะ
/หาพรรคพวก 55555555",0.5045,1
เมื่อไหร่จะมาง่า รูปเซทสาท,0.5045,1
ทำไมอยู่ดีดีก็เฮิร์ตไม่ชอบเลยตวเองเลย,0.5045,1
แอพนี้มีนานละยังอะ,0.5046,1
คือคนที่เคมีเข้ากัน ต้องไปอ.ปุ๊ป่ะ ถามจริงง?,0.5046,1
ใครยังไม่นอนบ้างง,0.5046,1
ปีใหม่นี้ใครไปเชียงใหม่กันบ้างง,0.5046,1
วันหยุดทำไรกันอ่ะ การบ้านเยอะยังแต่ละคณะเป็นไงกันบ้างง ทางนี้ปั่นไม่ทันแบ้ว,0.5046,1
จะตื่นเช้าเพื่อ??เรียนบ่ายสอง,0.5046,1
ใครยังไม่นอนบ้างง,0.5046,1
ลืมตัวอ่ะเมื่อเย็นอาบน้ำไปยังวะ,0.5047,1
พักชาไข่มุกมากินนมเย็นกันไหม ?,0.5048,1
ทำไมเป็นเราที่รู้สึกก่อนตลอด,0.5048,1
ร้านเจ๊โอวนี่อยู่ตรงไหนคะ อยากออกจากทุ่งไปลองมากๆ #TU,0.5048,1
มีใครลองใช้บ้างยัง นี่ใช้ไอโฟน แงงงง 😭,0.5049,1
เวลาจะโพสนี่น่าจะมีแบบโซนกลางเนาะ บางทีเลือกไม่ถูกว่าตัวเองต้องอยู่ตรงไหนดี แล้วตัวทามะนี่มันตัวไหนแล้วมันเป็นใครอ่ะ,0.5049,1
"เมื่อไหร่ให้ ปชช ที่วัดออเงินวางดอกไม้จันทน์ค่ะ ให้มานั่งรอ 
มีรออีกมากมายค่ะ",0.5049,1
ฝนเธอคิดจะตกทุกวันเลยหรอ,0.505,1
จะพิมมาแค่นี้จริงๆหรอ,0.505,1
ใครต้องมาเรียนชดเชยแมนโซมั่งงงง,0.505,1
ใครกำลังมองหาโน๊ตบุ๊คเน้นทำงาน ราคาไม่แพง พกพาสะดวก สนใจดูรูปเพิ่มเติมทักมาได้ line : paradin_16 อยู่ทียูโดม เน้นรับมือเนอะ ประกันเหลือ เหตุที่ขายเพราะซื้อมาให้แฟนแล้วนางไม่ถูกใจ,0.505,1
วันเสาร์อาทิตย์นี้ใครไปค่ายกันบ้าง? 🚙🚗🚕🚐🚲🚠😄😄,0.5051,1
"ถ้าเลือกได้ก็ไม่อยากรู้สึกกับใครหรอกกก 😢
มันเหนื่อยนะเว้ยยยย เหนื่อยจนไม่อยากทำอะไรอะ
ทำไม ? ต้องมารู้สึกกับคนที่เค้าไม่ได้รู้สึกอะไรด้วยวะ ",0.5051,1
"เช็คสเปียร์แต่งโปเกม่อน ดราก้อนบอล 5555
คงต้องไปทักท้วงอาจารย์ที่สินสาดว่าลืมสอนสองเรื่องนี้ไปรึเปล่า #ถ้าออกสอบดราก้อนบอลนะมึง #เกียรตินิยม",0.5053,1
เราจะดีใจเมื่อถึงวันศุกร์ทำไม ในเมื่อพรุ่งนี้เรามีเรียน TU100 ...,0.5053,1
เฮ้ยู ย่างเนยเดี๋ยวนี้เป็นไงมั่งอะ รีวิวหน่อย,0.5053,1
วัดแก้วฟ้าตอนนี้คนยังเยอะมั้ยคะ,0.5053,1
"ทุกคืนก็อยากมีคนคุยนะ แต่ก็นะมาคุยกับเราไหม 
นอนกันหมดยังนะ.. เห้อ..",0.5055,1
บางทีก้อยากเข้มแข็ง แต่ไม่รู้ว่าต้องแค่ไหน,0.5055,1
ไปเช็คให้ไหม อิอิ,0.5055,1
เด็กมหิดลส่วนใหญ่ไปเที่ยวที่ไหนกัน,0.5056,1
รู้สึกแปลกๆที่ช่วงนี่ไม่ได้ชอบใคร ไม่มีความรู้สึกอินเลิฟใดๆทั้งสิ้น นี่เราตายด้านแล้วหรออ 😱😱😱,0.5057,1
เอาเลนส์ไร ไปถ่ายรูปที่สยามดี,0.5057,1
กับคนแปลกหน้านี่จะไปได้ไกลแค่ไหนว่ะ55,0.5057,1
พลอยฝากบอกว่าพลอยชอบดราฟ55555555ยังมีมครไม่รู้อีกมั้ยวะ,0.5057,1
"เพื่อนๆ คิดว่า ""สถานะ"" แบบไหน ทรมานจิตใจที่สุด? #MrSarang",0.5058,1
สบายดีรึเปล่า ข่าวคราวไม่เคยรู้ อยู่ออสเป็นไงบ้างเธอ,0.5058,1
วันที่ 29 ถ้าไปดูพระราชพิธี เราต้องแต่งกายอย่างไรคะ เห็นบอกว่าออกทุกข์แล้ว,0.5058,1
เลือกระหว่างตัดผมสั้นหรือไว้ยาวเเละหยืดเพราะผมฝู,0.5059,1
เย็นนี้กินอะไรดีครับ#คําถามโลกแตก #เปิดวาร์ปด่วน,0.5059,1
ใครเคยเจอพี่สิงบ้างงที่มอ (สิงโต),0.5059,1
มีใครเคยใช้มะะะ ถ้าแบบดีจริงจะได้ไปหิ้วจากไต้หวัน555555555,0.506,1
พับจีป่าววววว,0.506,1
มาวิ่งปะจ้ะวันนี้🌝 [@จิ้มจุ่มพลาซ่า ](http://zonapplication.com/users/59579670902a220b0045f6d0),0.5061,1
ในจุฬามีใครสายชอบเที่ยวป่า เที่ยวภูเขาบ้าง ขอมือหน่อยยย,0.5061,1
ใครเคยกินบ้าง อร่อยมากก,0.5061,1
"ในใจเธอเป็นฉันจะได้ไหม.
#hopestory",0.5062,1
หอพักที่ดีที่สุด  ?,0.5062,1
วันนี้หมีจะออกอาละวาดมั้ยอ่ะ ตะพาซี่ไปกัด,0.5064,1
คือต้องโพสแบบนี้ใช่ป้ะ,0.5064,1
ทำไมมอนี่มีแต่คนน่ารักๆ,0.5066,1
เมื่อไหร่จะรู้ตัว,0.5066,1
เอาจริงๆในตอนนี้เรายังเหลือเพื่อนที่ไว้ใจได้สักกี่คนวะ,0.5067,1
ทำไมต้องเป็นเราที่รู้สึกมากกว่าคุณตลอดเลย แย่ว่ะ,0.5067,1
ช่วยหน่อยครับ วิชาที่ลงเพิ่มหลังเปิดเทอมไปแล้ว ยังไม่ประกาศห้องเลขที่นั่งสอบในตารางสอบของเราเลย เห็นว่าของคนที่ลงแต่แรกมีออกมาแล้ว แบบนี้ต้องไปติดต่ออจ.เจ้าของวิชาหรือฝ่ายทะเบียนครับ,0.5068,1
เคยรอความชัดเจนนานแค่ไหน,0.5069,1
เบื่ออะ ทำไมสมัยนี้คนดีๆแม่งชอบถูกมองข้าม โดนเมินในหลายๆอย่าง บ้างก็ถูกลดความสำคัญ เห้อ...,0.5069,1
พี่เตี้ยหันมาทำไมเนี้ยยย,0.5069,1
วัดอรุณคนเยอะไหม จอดรถที่ได้ค่ะ,0.5069,1
กินหมูกระทะกันไหมคนไทยด้วยกังงง,0.507,1
"https://youtu.be/hWOB5QYcmh0
มีใครจะไปคอนมั้ยย
#รีวิวเพลง",0.507,1
ปิดเทอมแล้วทำไมชาวจุฬาเงียบจัง ขอเสียงหน่อยยยยย,0.507,1
เมื่อไหร่จะหายไปกันนะ.,0.5071,1
บอกให้เราเปิดใจ แล้วทำไมทำกับเราแบบนี้,0.5071,1
หนุ่มดอยเหงามั้ยย,0.5071,1
เธอต้องเยอะขนาดนี้มั้ย 🤒 #analchemlab,0.5071,1
เคยรู้สึกมั้ยแบบตอนที่เราอยากได้อะไรมากๆเราก็จะพยายามทุกอย่างเพื่อให้ได้มันมา แต่พอตอนที่ได้มาจริงๆกลับไม่อยากได้มันแล้ว♡,0.5071,1
เบื่อจังเลย ปโททำไมต้องเรียแมทไซน,0.5072,1
เรายังเป็นกำลังใจของเธออยู่มั้ย..,0.5072,1
ใครว่าง กินเหล้ากันนนนน,0.5072,1
วิชาevolution of thai songของอ.พจี เราไม่เคยเข้าเลยอ่ะ เค้าจะให้สอบมะ มีใครเคยเรียนป้ะ?😱😱,0.5073,1
พรุ่งนี้พรีวิจัยแล้ว ดิฉันควรทำตัวยังไง? ขอพรจากฝาก ต้องไปบนที่ไหน ถึงจะรอดจากคำถามอาจารย์ได้ อวยพรให้ดิฉันที😭😭,0.5073,1
"รู้สึกขาดแรงบันดาลใจ
จะหาจากไหนได้บ้าง?",0.5073,1
"กรี๊ดดดดดดด ซิกแพคคูมตำรวจของหนู ~
ตะมายคูมอัยการต้องหวงซิกแพคด้วยอ่ะ ทำไมไม่ให้เราดูอ่ะ นิสัยๆๆ

#คอเกาหลีไม่เกาเหลา",0.5073,1
วิดวะเล่นเยอะแค่ไหน,0.5073,1
"ฟ้าร้องดังขนาดนี้
ใครทำอะไรให้ ไหนบอกสิ",0.5073,1
ปาบอลกันหน่อยมั้ย #baanindy,0.5074,1
โลกของเธอมีฉันอยู่ไหม 🌎,0.5075,1
เค้าเล่นยังไงกันนะ,0.5075,1
มีใครทำงานพิเศษกันบ้าง หางานอะไรทำกันบ้างอ่า,0.5077,1
มีตู้atmตรงไหนที่กดแบงค์ร้อยได้มั่งคะ เห็นมีแต่500ขึ้นไป,0.5077,1
แล้วเธอมีแฟนรึยัง มีคนจับมือรึยัง,0.5077,1
ปิดเทอมนี้ทำอะไรกันบ้าง,0.5078,1
ใครวะ,0.5079,1
มีใครเบื่อชีวิตที่เป็นอยู่เหมือนเราบ้าง,0.508,1
ใครมีวิธีให้นอนหลับง่ายๆมั่ง ช่วงนี้นอนยากมาก กว่าจะได้นอนนี่3ชม.อัพ ฮืออออออทรมานนน,0.508,1
ทำไมต้องมาอกหักตอนจะสอบมิดเทอมล่ะ ㅠㅠ,0.508,1
"ทำไมมีคนชอบถามว้าว่าที่ชอบแต่งหน้านี่จไปอวดใคร คือทำไมไม่คิดว่าเราไม่อยากอวดใครแต่เราก็แค่อยากสวยปร้าาาาาาาาาาาาา
(เป็นผญ ไม่อยากสวยควรเกิดมาเป็นผชม่ะ)
ปล.ถึงแต่ไปจะสวยไม่เท่ากะเทยก็ยังแต่ต่อไปค่ะ
😉☺️😁😁",0.508,1
ทำไมไม่รักตัวเองให้มันมากเหมือนที่ไปรักเขาวะ,0.5081,1
แต่ละคืนที่อากาศหนาว เธอได้นอนไหม? คิดถึงกันหรือเปล่า?...,0.5081,1
กลับบ้านต่างจังหวัด จะมีซอนให้เล่นไหม 55555555,0.5081,1
สวัสดี แอพนี้ เล่นยังอะ เหมือนเยลป่ะ,0.5081,1
เซอร์ไพรส์วันเกิดเพื่อนยังไงดี,0.5082,1
ใครหลอกหนูมาเรียนคณะวิททย์ 5555😂,0.5082,1
วันนี้ควิซคนน้อยมาก เหงา ทุกคนต่างอ่านหนังสือทำไมเราไม่อ่าน55555,0.5082,1
ทำไมเวลาตื่นมาตอนเย็นๆแล้วมันรู้สึกเหงาจังว่ะ ตื่นมาแล้วแบบ เออ ไม่มีใครเลยอะ,0.5082,1
ดึกขนาดนี้แล้วทำไมแอนยังหิว,0.5082,1
ถ้าไม่รู้สึกแล้วจะมาทำดีด้วยทำไมอะ,0.5083,1
วันนี้ที่พระเมรุมาศ คนเยอะมั้ยคะ,0.5083,1
"#.ฝนตกทำให้คนเหงา
.
ถ้าเธอเหงาเดินมากอดเราไหม",0.5083,1
นี่ตอนนี้จะไม่ชอบใครจริงๆหรอ♡,0.5084,1
นี่เคยไปกินโรงอาหารคณะวิทย์ตรงพยาไททีนึง ถ้าจำไม่ผิดคือข้าวไก่ทอดอะไรสักอย่าง เราว่าอร่อยดี ใครมีเมนูๆไหนอร่อยๆแนะนำหน่อยฮับบบ เผื่อบางทีแวะไปหาเพื่อนแถวนั้นนน,0.5084,1
ทำไมชอบวาร์ปเข้ามาในหัวให้คิดถึงอยู่เรื่อยเลย,0.5084,1
สะพายกระเป๋าได้ไหมคะ สีน้ำเงินหน่ะค่ะพอดีพาลูกไปด้วย,0.5085,1
กำลังกลับมอแล้ววว ฝนตกหนักมาก รังสิตเป็นไงบ้าง,0.5086,1
ที่นี่มีอะไรดี,0.5087,1
