text,probability,label
กินข้าวคนเดียวเหงาเปล่า? เรากินเป็นเพื่อนได้นะ 5555,0.5005,1
"เจ้าดอกไม้ตอนนี้เธอไปอยู่ไหน..💙
#Singazon",0.5005,1
เทคนิคบนชุด.. คล้ายจะเป็นพรมเช็ดเท้ามั้ย 555555555555 จ้องรอติดตามน้าจะออกมาเป็นยังไงง,0.5006,1
รับน้องจุฬา เป็นไงบ้าง รีวิวหน่อยยยย 😎,0.5006,1
มีใครอยากไปนั่งชิวๆรู๊ปท็อปไหมมม,0.5006,1
ไม่รู้จะทานไรเลย อยากให้แนะนำร้านอาหารแถวยูที่ทุกคนชอบหน่อยอ่ะครับ อย่างเราชอบร้านข้าวยำไก่ย่างหน้าทวินงี้,0.5006,1
คนเราจำเป็นต้องเหนื่อยขนาดนี้เลยเหรอ,0.5006,1
พี่กายตกลงชอบเพศไหนอ่อคนับ,0.5006,1
สวนลุมพินี เป็นไงบ้างคะใครอยู่แถวนั้นบ้าง,0.5006,1
ทำไมน่ารักจังแอพนี้,0.5007,1
"จิตอาสาดอกไม้จันทร์
อำเภอเมืองย้ายไปที่ไหนคะ",0.5007,1
"ลูกเกดทำมาจากอะไร ??

จริงๆแล้วคือลูกองุ่นแห้งชนิดหนึ่ง raisin พันธุ์องุ่นที่ปลูกเพื่อใช้ผลทำองุ่นแห้งหรือลูกเกดRaisains secs โดยทั่วไปลักษณะผลมีขนาดเล็ก (ไม่มีเมล็ด รสหวาน) #mamuang'scoolfact #ใครเพิ่งรู้ขอกอดหน่อย",0.5007,1
ใครอ่านวิธีเลี้ยงหนูเล็กบ้าง ไม่ไหวแล้วแง,0.5007,1
มีใครกินข้าวคนเดียวบ่อยๆจนชินแล้วบ้าง55555555555,0.5008,1
ทำไมเวลาโนบิตะจะวาร์ปไปหาชิซุกะทีไรต้องเป็นเวลาที่ชิซุกะอาบน้ำตลอดด้วย,0.5008,1
ใครมีไอเดียทำให้ยอมอ่านวิชาที่ไม่ชอบบ้าง เฮียไม่ชอบวิชานึง หาเรื่องอู้ไม่ยอมอ่านตลอด แต่จะอ่านไม่ทันแล้ว วอนผู้รู้ช่วยแถลงไข,0.5008,1
หนาวนี้น้องเรนโบว์อยากรู้ เพื่อน ๆ มีกิจกรรมอะไรท้าหนาวบ้าง 🌈❄️,0.5008,1
อยากลองเต๊าะๆคุยๆทาง story ในไอจีคิดว่าเวิร์คม้ะ,0.5009,1
น้องตัวนี้ที่ย่างเนยชื่ออะไรมีใครรู้บ้าง น่ารักมาก แพ้ ฮืออแแอ,0.5009,1
ไม่มี ไม่มีอะไรเลย ที่เธอต้องการ #ลืมความรู้สึกว่ารู้สึกกับใครแบบนี้มานานจนวันนี้ที่ได้มาเจอกันอีกครั้ง ไม่รู้ต้องทำหน้ายังไง ต้องยิ้ม ต้องมองผ่าน ถ้าต้อง con กัน ยังไม่รู้จะเริ่มต้นยังไง ต้องใส่แว่น ปิดแมส ต้องแลกเวร ต้อง....... อะไรอีก ไม่รู้ ทำตัวไม่ถูก 🐻🐻🐻💦,0.501,1
จะมีไหมสักนาทีที่เธอจะ คถ กัน 😞😞,0.501,1
"ในชีวิตนี้ต้องตัดคนออกไปจากชีวิต อีกกี่คนกัน 
และทุกๆครั้งมันใช้เวลานาน กว่าจะหายเจ็บ 🤔",0.501,1
หิววววววว กินไรดี🤤🤤🤤,0.5011,1
อยากกินชาบูใต้หอซิตี้ ใครกินแล้วบ้างงงอร่อยม้ายยน,0.5011,1
วัดอุดม วัดบุญประดิษฐ์ คนเยอะมั๊ยคะตอนนี้,0.5012,1
ทำไมคนคนหนึ่งถึงใจร้ายกับเราได้ขนาดนี้ว่ะ.,0.5012,1
ขอถามหน่อยงับ เวลาโพสต์เป็น anonymous ถ้ากดไปดูตรงโปรไฟล์มันก็รู้อยู่ดีช้ะมะว่าเราโพสต์ ฮือ แล้วเป็นเหมือนกันกับเม้นมั้ย #เพิ่งหัดเล่นเลยงง,0.5012,1
ไม่ได้อยู่มธ.แต่โพสในนี้ก็ได้ใช่มะ555,0.5013,1
วันนี้สนามหลวงปิดถนนมั้ยคะ,0.5013,1
ช่วงนี้ในธรรมศาสตร์มีอะไรน่าทำข่าวบ้างครับ,0.5013,1
จากท่าเรือวังหวังมาท่าช้างยังยังมีเรือข้ามอยู่มั้ยคะ,0.5013,1
บาร์ใหม่กินอะไรดี,0.5013,1
อันนี้คือต้องเอาเงินไปฝากเลยเหรอคะ ฝากอย่างต่ำ200บาทเหรอคะ,0.5014,1
เอาไว้รองแก้วปะ 555,0.5014,1
ใครเคยไปYELO houseมั่ง,0.5014,1
ใครแดก,0.5014,1
สับสนนนโว้ยยยย จะเอาไงกับเรากันแน่อ่ะ อย่ากั๊กดิวะ,0.5015,1
แล้วแอฟนี้เล่นยังไงกันคะ เพื่อนบอกให้โหลดมา แล้วมันก็ไม่บอกไร้ลยอ่า,0.5015,1
อยู่ตรงพระเมรุมาศในสนามกวงเห็นริ้วขบวนไหมค่ะช,0.5016,1
วัดออเงินบรรยากาศเป็นอย่างไรบ้าง,0.5016,1
แก้ผ้ายังไงให้ได้ดาวเพิ่มเป็นพัน พี่หมีบอกที,0.5017,1
เราจะวางใจท้องฟ้าวันนี้ได้หรือไม่ ☀️⛅️🌥🌧⛈,0.5017,1
เมื่อไหร่ทามะจิเพิ่มสีมอเน้~~~ฮือออออ 😔😔,0.5017,1
ไม่รู้ว่าที่คุณทำแบบนี้กับเรา คุณทำกับใครไปกี่คน หน่วงสัส,0.5017,1
ว่างๆมาคอลไลน์กันไหมคะ,0.5018,1
ใครโสดตั้งแต่เกิดเหมือนเรามั่งง55555555555,0.5019,1
ใครเหนื่อย อยากมีใครสักคนกอด,0.5019,1
มีใครโสดมานานจนชินกับการอยู่คนเดียวบ้างคะ,0.502,1
เราบอกคิดถึงคุณผ่านในนี้ได้ใช่มั้ย ?,0.502,1
ชาเขียวร้านไหนอร่อยที่สุด? แนะนำหน่อย,0.502,1
set always anonymous ไม่ได้หรอ,0.5021,1
เมื่อไหร่ม.บูรจะเปิดน้า5555555,0.5021,1
"แฟนบอกว่าอยู่บ้าน แต่จริงๆอยู่บ้านเพื่อน (เพื่อนจริงๆ)
พอโทรคุยกันเลยให้เปิดกล้อง เค้าก็เปิดแค่หน้านั่นล่ะ
ละหาว่าเราไม่ยอมเชื่อใจ

จริงๆถ้าบอกตรงๆว่าไปบ้านเพื่อนก็ไม่โกดนะ 
เราก็ไม่ขี้เกียจถามเยอะละอ่ะ แต่เจอแบบนี้เเย่กว่าอีกอ่ะ
ทำไมถึงต้องโกหกกันด้วย",0.5022,1
ชาไข่มุกที่ไหนอร่อยย😊,0.5022,1
วางของไว้ละเอาโต๊ะกูไปได้หรอ55 #ยังดีที่น่ารัก5555,0.5023,1
วันนี้วันแม่ ไปไหว้แม่กับเราไหมครับ🐻🐻🐻,0.5024,1
ไม่ชอบอย่ามาดูสตอรี่ได้มั้ยห้ะ!!,0.5024,1
ธรรมศาสตร์เรานั้น น่าอยู่เพียงใด,0.5024,1
เขาจะดีกับทุกคนแบบนี้รึเปล่านะ,0.5025,1
ร้านแถวๆ เชียงนรากนี่เขาเปิดกี่โมงหยออ,0.5025,1
เหมือนเดิมนี่คือแบบไหนนะ ?,0.5025,1
ยังมีคนยุม.ไหมอ่ะ,0.5025,1
อยากรู้... ความสุขจากความรักที่เกิดขึ้น มันคุ้มค่ากับความเจ็บปวดที่ได้รับเมื่อต้องจากลาจริงหรือ,0.5026,1
หยักหาคนหาร Netflix อ่า มีใครสนใจมุ้ย,0.5027,1
วันนี้มีวัดไหนวางดอกไม้จันบ้าง,0.5027,1
ขอเล่นมุกได้ไหม ในฐานะคนกินชานมอย่างเดียวก็ได้,0.5028,1
"ว่าแต่ห้องน้ำที่ใกล้สนามโซน A ที่สุดนี่อยู่ตรงไหนงะ
ปวดฉี่ 😭😭😭😭",0.5028,1
คนคนนึงต้องเข้มแข็งขนาดใหนกัน,0.503,1
"ถ้าเราสำคัญ เค้าจะไม่ปล่อยให้เรารอใช่ป้ะว้ะ 
#งั้นแสดงว่ากุไม่สำคัญล้ะ #55555",0.503,1
เลิกทำให้ผมรู้สึกแพ้คนในใจคุณได้มั้ย,0.503,1
จริงหรือป่าว ว่าถ้าเรารักใครเราจะไม่ปล่อยเขาไปง่ายๆแน่นอน,0.5031,1
ทำไมต้องตีตัวออกห่างด้วย :-/,0.5031,1
รักเขามากไหมอ่ะ เราก็รักคุณพอๆที่คุณรักเขานั้นเเหละ ส. 😔,0.5032,1
สวัสดีค่ะ หนูชื่อบราวนี่ เป็นลูกสาวตัวเดียวของแม่แอน หนูสวยและเซ็กซี่มาก ทุกคนเห็นด้วยใช่มั้ยคะ? /โพสท่าแล้วจิกกล้อง/,0.5033,1
อยากรักตัวเองให้มากกว่านี้ รู้สึกว่าจะแคร์ทุกคนบนโลกมากกว่าแคร์ความรู้สึกตัวเองอีก ควรทำไงดีคะ :(,0.5033,1
รักน้องตั้งแต่ยังไม่เห็นหน้า  ไหนใครเพิ่งเป็นพี่ปีสอง เป็นพวกขี้เห่อน้องบ้างงง  ยกมือขึ้นหน่อยยยย,0.5033,1
เดี๋ยวมาเดี๋ยวหายเธอเป็นเหี้ยไรอะ,0.5034,1
อยํ่สะพานพุทธไปเร่มที่จุดไหนต่อค่ะ,0.5034,1
"รู้ไหม? ทำไมเราถึงไม่คุยคนอื่น?
เพราะเชื่อว่าสักวันหนึ่งเธอจะกลับมา.",0.5034,1
มารอจุดสะพานมอญไม่เคลื่อนเลย จะได้เข้าไหม,0.5035,1
ปีนี้ มธ. รับปริญญาเมษาจริงดิ่,0.5036,1
"ตอนเรากำลังจะหายไปคุณมารั้งทำไม
พอเรากลับมา คุณก็ไม่สนใจเรา",0.5036,1
คิดถูกมั้ยที่ไม่ให้มิชชั่นน้องรหัสทำเพื่อรับเข้าสาย,0.5037,1
ใครอยู่ ideo สยาม-ราชเทวีแล้วประสบปัญหาเดียวกะเราบ้างปะเวลาบอกพี่วิน พี่แกชอบไปส่งที่ไอดี ราชเทวี ไม่ก็เวลาสั่งไลน์แมนก็ชอบไปราชเทวี เคียส5555555,0.5037,1
ใครว่างสอนอิ้งโหน่ยยย,0.5037,1
พรุ่งนี้ใครไปออดิชั่น higher level  บ้าง หาเพื่อนไฃ5555,0.5038,1
ผู้ชายดี ๆ มีผัวหมดแล้ว คุณจะรออะไร,0.5038,1
ต้องตื่นตี5จริงๆน่ะหรอ ขี้เกียจจังวุ้ย,0.5039,1
เราจะได้มีสมาชิกคนฉาวเพิ่มมั้ย [@จุ้งแช่🐻 ](http://zonapplication.com/users/58ada87335225a000b583a7e) [@นุ้งหมี ](http://zonapplication.com/users/585760eb972116000b04b4d3) [@เจ๊ปุ๊ยเอง ](http://zonapplication.com/users/58d2ade377d5540d00d7fddd) [@น้อง ](http://zonapplication.com/users/581c1e5f12e8bd000bb0c882),0.504,1
จะไปไหนทำไรก็เจอแต่นักบอลมาเต๊าะแต๊ะ โว้ยเบื่อโว้ยยย นี่เรียนสินสาดหรือสหเวช สวยเอ็กซ์สเปกนักบอลหรอ ขอ sexy boy คน,0.504,1
ทำไมต้องจิกหน้า #พี่แฟ้ม #คิ้วบอยผังเมือง,0.504,1
"ช่วงสอบกลับบ้านมาละไม่ได้อ่านหนังสือเลยโว้ย

ใครเปนเหมือนกันบ้าง ทั้งเกมส์ ทั้งของกิน ฟัคๆๆ",0.504,1
จะสอบเเล้ว ยังไม่รู้เลยว่าต้องอ่านเรื่องไหนก่อน,0.504,1
วันหยุดจริงๆ มันคืออะไร ใครนิยาม,0.5041,1
ตอนนี้ใครที่จะมาวางดอกไม้จันที่วัดมักกะสัน ขบวนปลายแถวอยู่ที่หน้าโรงเรียนวัดดิสหงสารามคับ,0.5041,1
อยากสอบถามคำ ว่า ขอเป็นข้ารองพระบาททุกชาติไป กับคำว่า ขอเป็นข้ารองบาททุกชาติไป คำสองคำนี้ คำไหนถูกต้องที่จะใช้กับสามัญชนทั่วไป อย่างเราเรานี่ครับ,0.5042,1
ใครอัพเดทแอปofoแล้วเด้งเหมือนเราบ้าง 😭😭😭😭😭😭😭,0.5043,1
แลบไบโอพรุ่งนี้ ยังไม่รู้ห้องเลย ต้องไปดูที่ไหนอ่าครับ,0.5043,1
มีเด็กท่องเที่ยวโรงแรมแถวนี้มั้ยน้าาาา?,0.5044,1
แจนแมนชั่นหาสัญญายากป่ะ,0.5044,1
กอล์ฟวิวมีร้านไหนอร่อยมั่งคะ แนะนำที,0.5044,1
"อย่าสงสารคนตายเลยแฮร์รี่
สงสารคนที่จะสอบแต่ยังไม่รู้ว่าเทอมนี้เรียนอะไรบ้างเถอะ",0.5044,1
ล่าสุดตอนนี้จุดคัดกรองตรงไหนที่คนน้อยบ้างคะ,0.5044,1
ถ้าย้อนเวลากลับไปได้คุณจะเลือกเข้ามาในชีวิตเรามั้ย,0.5044,1
เรารักกันมากพอแล้วหรือยัง บอกฉันหน่อย....,0.5044,1
ชอบพี่คนหนึ่ง คิดว่าเป็นพี่นะ เรียน 231 พี่เรียนวิชาคณะเราเยอะนะ คิดว่าโทคณะเรารึเปล่า ด้วยกัน พี่เค้าขาวอวบ น่ารักมากอะ พี่ดูแลซอนด้วย พี่มีแฟนยังงะ จีบได้มะ,0.5045,1
ใครเป็นคนตั้งกฏว่าห้ามเอามือถือมาโรงเรียนวะ,0.5045,1
มีใครอยู่ C1 บ้าง,0.5046,1
ทำไมม.นี้คนหน้าตาดีเยอะจังวะะะ555555,0.5046,1
ขอได้ไหม อยากให้เป็นเธอ,0.5046,1
อ่านแล้วไม่ตอบก็คือคำตอบรึป่าวนะ...,0.5046,1
ในรูปคือเงาของตัวอะไรฮะ,0.5046,1
เธอยังจะมีฉันอยู่ บ้างไหม,0.5047,1
รู้จักนักแสดงfast7ป่าว,0.5047,1
มีอาหารฟรีด้วยนะ สนไหม!,0.5047,1
มึงไม่ไปไม่ได้หรอวะไอ้สัส,0.5047,1
สรุป แอดมินเพจเมเจอร์ โป๊ะแตกมั้ยอ่า งงไปหมดแล้วว,0.5048,1
ทำไมคืนนี้มันเศร้าจัง😖😖,0.5048,1
วันนี้เจซีมีไรกันอีกแล้วอะ,0.5049,1
มีใครยังไม่นอนมั้ย อยู่เป็นเพื่อนหน่อย,0.5049,1
มีใครยังไม่นอนมั้ย อยู่เป็นเพื่อนหน่อย,0.5049,1
": เริ่มสถานะกันใหม่มั้ยหล่ะ
:...
:เริ่มเป็นเพื่อนกันใหม่
อห. กฟดกสดสฟฟสดสกสห  จิตใจทำด้วยอะไรร",0.5049,1
จัดสวนจิ๋วอยู่ตรงไหนง่ะ หาม่ายเจออออ,0.505,1
การที่เขาบล็อคทุกอย่างของคุณมันก็คือคำตอบแล้ว คุณไม่ต้องกลับมาทำเขาช้ำใจอีกได้ไหม ทำได้รึเปล่า,0.505,1
มีคนเคยบอกว่าให้ลองลดความหวังลง แล้วเราจะเจ็บน้อยลง คำถามคือมันจะเจ็บน้อยลงจริงหรือ???,0.5051,1
ใครบังอาจจ !,0.5051,1
เมื่อไหร่จะเลิกชอบซะที,0.5051,1
คนนี้มีแฟนยัง dektu บอกทีนะ อยากจีบสุดๆเลย เด็กคณะแพทย์โปรดบอก,0.5051,1
สภาพหลังออกกำลังกาย ขอตายได้รึไม่ #memer,0.5051,1
ตื่นมาหยังวะ ?,0.5052,1
มีใครไปงานCat expo5 บ้างครับ ?,0.5052,1
คิดถึงนะกลับมาได้ไหม คิดถึงไหมกลับมาได้นะ,0.5053,1
ถ้าเราอยากกินหมูกะทะ เราจะมีเพื่อนไปกินหมูกะทะไหม,0.5053,1
"เบื่อตัวเองที่ต้องมาพ่ายแพ้ให้กับ ชาเขียวอีกแล้ววว


งื้อออออ จะผอมยังไงวะ🙃",0.5053,1
ลานพระบรมรูปทรงม้า ขยายเวลาวางเอกไม้จัน ไหมครับ,0.5053,1
คะแนนควิซเราต่ำจากมีนไป2คะแนนเลยอะ #Tu101 ดรอปดีมะ 😭😂,0.5054,1
เฝ้ามองเพื่อนมีแฟนไปทีละคน เมื่อไรฟ้าจะประทานพรให้แจมบ้าง,0.5054,1
"ถ้า กัน เป็นแฟน ส้ม 
แล้ว ส้ม เป็นแฟนใคร?",0.5054,1
ใครอยู่กล์อฟวิวม่างงงงงง,0.5055,1
วันนี้มีคนได้นั่งตะลัยไหมงะ,0.5055,1
บอกโอเคนะโอเคนะ เราไม่โอเคได้หรอเธอ.,0.5055,1
py228ง่ายจริงปะ,0.5056,1
เราชอบภาษาเหนือ ช่วยเมตตาสอนน้องหน่อยได้มั้ยต้ะ (แปลให้นุด้วยนะต้ะ),0.5056,1
จุดคัดกรองเต็มยังค่ะ,0.5056,1
วันที่25 ถ้าไปถึงแถวสนามหลวงสักสี่ทุ่ม ด่านคัดกรองไหนคนน่าจะน้อยสุดครับ,0.5056,1
ไปปล่อยกันมั้ยจ้ะ,0.5056,1
รูปล่าสุดในมือถือของตัวเองเป็นรูปไหนกันนะ ?,0.5056,1
มากินร้านนายพลมั้ยจ๊ะ5555555,0.5056,1
เฮียอยู่รถตู้สายมธ.- จตุจักร เฮียจะขอลงตรงเซนลาด แต่เฮียนั่งตรงในสุด หลืบสุด มุมรถเลย เฮียจะขอเค้าลงยังไงดีวะ เกรงใจสุดๆ หรือควรไปลงจตุจักรละนั่ง mrt ย้อนกลับมาเซนลาด ช่วยเฮียด้วยยย,0.5057,1
ตลาดTU โดม วันนี้มีป่าวคะ,0.5058,1
จักรวาลของฉันจะกว้างเกินกว่าฉันจะเจอดวงดาวของจักรวาลฉันรึป่าวนะ,0.5058,1
เป็นของเราคนเดียวได้ป้ะล่ะ,0.5058,1
ทำไมวันนี้ Lynx คนเยอะมาก,0.5058,1
ปากคล้ำจะรอดมะ TT,0.5058,1
"โดนบอกเลิกในวันครบรอบ 3 ปี
ตอนนี้เลิกกันได้เกือบ 2 เดือนแล้ว

แต่ก็ยังคุยกันบ้าง มาหากันบ้าง ทำทุกอย่างเกือบจะเหมือนเดิม เพียงแค่สถานะมันไม่เหมือนเดิม
แต่ก็คงมีแค่เราที่ยังรู้สึกกับเขาเหมือนเดิม

ต้องรู้สึกยังไงกับการกระทำที่เขาทำแบบนี้อะ😔😔😔",0.5059,1
ถ้าหายไป มันจะดีกว่าไหม,0.5059,1
ถ้ามีเพื่อน(อาจจะไม่สนิทมาก)มาขอยิมรหัสเฟส ไปส่องคนที่ชอบจะให้กันไหมอ่าา ขอความคิดเห็นเพื่อนๆหน่อย อยากรู้มากกกให้กันม่ะๆๆ,0.5059,1
"ใครมีความรู้กะกำลังใจไม่ใช้แล้ว
 มาลงขายได้ที่loxนะงับ ;-;",0.5059,1
ไหนๆ ใครอยู่หอแล้วมีปัญหาอะไรบ้าง มาแชร์กันนนน #ชีวิตเด็กหอก็แบบนี้แหละ,0.506,1
โปรเจคที่รักหรือจะอยู่ต่ออีกซักปีดี,0.506,1
อยากชมถ่ายทอดสด ช่วง22:00 คะ ทำไมไม่มีเลยคะ แจ้งหน่อยคร้าา,0.5061,1
จะดีมากถ้าจะ ช่วยอัฟเดตสถานะการณ์ จำนวนคน ภาพถ่าย ของแต่ละจุด เรื่อยๆได้มั๊ยคะ,0.5061,1
รถตะลัยกับประชาธิปไตยอันไหนจะมาก่อนกันอะ เหนื่อยจะรอ,0.5061,1
การที่คนๆนึงเลือกที่จะหายไป ต้องเป็นคนยังไง ถึงทำร้ายคนรอคุยได้ขนาดนี้วะ คุณแม่งโคตรใจร้ายชะมัด,0.5062,1
ข้ามกลับฝั่งธนฯ เดินข้ามสะพานพระปิ่นกล้าฯ ได้มั้ย. ต้องไปบริการปชช ที่ศิริราช,0.5062,1
เอาจริงนะมันเล่นยังไง งง,0.5062,1
พล ก้ำป่าวคืนนี้,0.5063,1
ตอนเย็นๆมีใครชอบวิ่งในมอบ้าง,0.5063,1
ทำไมวันนี้มันเงียบแปลกๆ 😕,0.5063,1
ใครเคยไปกินมั่งน่ากินมากเว่อร์,0.5064,1
ใครมีคำแนะนำลดน้ำหนักมั้ยครับ ไม่ไหวกับตัวเองแล้ววววววววว,0.5064,1
พี่อยู่ไหนอ่ะกลับมาได้ไหม ไม่มีใครคอยให้กำลังใจเลย หนูอยากได้กำลังใจมากๆเลยตอนนี้ คิดถึงพี่อ่ะ,0.5064,1
ถ้าขอซื้อกำลังใจนี่กี่บาทกันนะ,0.5065,1
พี่บอสเกษตรปี3นี่มีแฟนยังคะ,0.5065,1
ทำไมเธอตอแหลเก่งจังเลยง่า,0.5065,1
เล่นไงหว่าาาา,0.5066,1
แต่งตัวยังไงให้เข้ากับตรุษจีน #แชร์กันนนนนน,0.5067,1
"เวลาที่รู้สึกว่า ""มีแฟนก็เหมือนไม่มี"" จัดการกับตัวเองกันยังไงวะ",0.5068,1
พอเราจะถอยคุณก็กลับมา พอเรากลับไปหาคุณก็เดินหนี จะเอายังไง :(,0.5069,1
ในนี้มีคนอายุ 25 ขึ้นมั้ย,0.5069,1
อยากให้มีร้านอะไรมาเปิดที่ยูสแควร์คอมเม้นเลยงับ,0.507,1
ชอบออเจ้าแบบไหน,0.507,1
ร้านนี้อร่อยป่าวอะ ว่าจะกินหลายทีแล้วแต่ไม่กล้า🙈😂,0.5071,1
ดั้งจมูกที่สวย ในอุดมคติเป็นไงอะ,0.5071,1
ทำไมคุณต้องใจร้ายกับเราด้วย 😂,0.5071,1
รู้อยู่แล้วใช่ไหมล่ะ,0.5071,1
อ้าว แอพนี้เห็นรูปด้วยหรอ 555,0.5072,1
ขอมองตาได้ไหม ในฐานะยายก็ได้,0.5072,1
เพิ่งย้ายเข้าหอไปไหนไม่ถูกเลย ใครใจดีพาเที่ยวมั่งง 😂,0.5073,1
ข้าวไข่เจียวหน้ายิม 7 คนเยอะไหม?,0.5073,1
จุดคัดกรองท่าช้างตอนบ่ายนี้คิวเยอะมั๊ยคะ,0.5074,1
สนามหลวงเต็มรึยัง,0.5075,1
ปีนี้ก็ต้องรอฝึกสอน ขอลงต่างจังหวัดไกลๆได้ไหมว่ะ เช่น เทคนิคเชียงใหม่ ไม่ก็ อาชีวะสงขลา ไรงี้ไปเลย 🤬🤬🤬🤬,0.5075,1
มีใครได้ TU 102 : LC1-211 บ้างง หาเพื่อนนนนค่า เหงามากๆเลย เพื่อนเรียนคนละห้องหง่ะ,0.5076,1
เสียใจป้ะ,0.5076,1
วันนี้จะกินอะไรดี คิดไม่ออกแล้ว ขอไอเดียหน่อย,0.5076,1
มีใครเป็นเลิฟป่าวอ่ะ หาเพื่อนติ่ง55555,0.5076,1
ทำไมทุกคนลงแต่ของกิงง ฮือ หิวข้าววววว หิววววว😭,0.5077,1
ตอนนี้ที่จุดคัดกรอกแต่ล่ะจุดยังมีคนอยู่ไหมครับ,0.5077,1
ใครเคยดูช่องสบายดีทีวีบ้าง,0.5077,1
ทำไมใจร้ายกับเราจังเลย,0.5078,1
ทำไมให้เงินเปลืองแบบนี้อะ เส้าาา,0.5078,1
เธอเคยคิดถึงเราจริงๆบ้างมั้ย,0.5078,1
เลิกยุ่งกับผญ.คนนั้นได้ไหม? เรารักเธอ😭😭,0.5079,1
แสตนเต็มยังอ่าทา,0.5079,1
"มีใครสนใจไปอนิเมท ส-อา นี้มั้ยยยยยย
หาเพื่อนไปค่าาาา",0.5079,1
ไม่ได้รอ ไม่ได้อยากให้กลับมา แต่ก็ไม่อยากเริ่มใหม่ อาการมันเป็นยังไงวะ,0.5079,1
มีใครขึ้น apl ไปเรียนมะงับบบ มาบ่นกันหน่อยยย,0.5079,1
นี่ใครอะ,0.508,1
ในนี้มีคนอยู่ไหมเอ่ยยย??,0.508,1
ขบวดพาเหรดนิเทศฯมาแล้วจ้าาา แต่งตัวเป็นอะไรมองเห็นกันมั้ยจ้ะะ!?,0.508,1
งื้อ เมื่อไหร่จะจบบย,0.508,1
ถ้าเบียร์ทำจากมอลต์แปลว่ามันต้องมีประโยชน์เหมือนโอวัลตินใช่ป่ะ,0.508,1
กองกิจการนักศึกษาของมธอยู่ที่หนายยยย เดินมาสามวันแล้วหาไม่เจอจ้า,0.5081,1
แพ้คนสม่ำเสมอ แพ้คนใส่ใจ เมื่อก่อนคุณมีเวลาให้เราแต่พอเรารู้สึกทำไมคุณหายไปอะ คุณตายเหรอ งง 55555555555,0.5081,1
ใครมีวาร์ปเดือนสังเคราะห์บ้างครับ ขอหน่อยๆ,0.5081,1
ไปกันมั้ยทุกคน,0.5081,1
หาเพื่อนได้ป่ะ,0.5081,1
รบกวนอีกเรื่อง ร้านยำผลไม้ใต้ซิตี้เปิดมั้ยค้า,0.5082,1
Spotify ต่างจาก joox ยังไงอ่ะ เห็นพอออกมาให้โหลดมีแต่คนดีใจ แต่ที่รู้ๆตอนนี้คือเปิดพร้อมแอพนี้ละเพลงไม่ดับ,0.5082,1
บางแสนน้ำใสแล้วนะ เธอยังอยากไปดูทะเลกับเราอยู่มั้ย,0.5082,1
มีวันไหนที่ตื่นมาละไม่ง่วงบ้าง 😴,0.5083,1
หายไปไหนแล้ววว,0.5083,1
มีใครสนใจไปกับเราปะ😂😂,0.5084,1
ใครเคยคุยกับ เบนซ์แอพแมทบ้าง,0.5085,1
หาแฟนจากแอพนี้ได้มั้ยเนี่ย ทินเดอร์ก็นก เยลก็โดนเท เห้อมมมม,0.5085,1
